model,source_mode,label,layer,log10_np_lower,log10_np_upper,count,probability_mass
qwen2_5_vl_7b,hmid_cos,hall,11,1.65,1.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,1.7,1.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,1.75,1.8,1,3.079614186e-06
qwen2_5_vl_7b,hmid_cos,hall,11,1.8,1.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,1.85,1.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,1.9,1.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,1.95,2,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2,2.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.05,2.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.1,2.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.15,2.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.2,2.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.25,2.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.3,2.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.35,2.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.4,2.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.45,2.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.5,2.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.55,2.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.6,2.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.65,2.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.7,2.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.75,2.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.8,2.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.85,2.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.9,2.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,2.95,3,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3,3.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.05,3.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.1,3.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.15,3.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.2,3.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.25,3.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.3,3.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.35,3.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.4,3.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.45,3.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.5,3.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.55,3.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.6,3.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.65,3.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.7,3.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.75,3.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.8,3.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.85,3.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.9,3.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,3.95,4,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4,4.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.05,4.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.1,4.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.15,4.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.2,4.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.25,4.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.3,4.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.35,4.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.4,4.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.45,4.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.5,4.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.55,4.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.6,4.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.65,4.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.7,4.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.75,4.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.8,4.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.85,4.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.9,4.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,4.95,5,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5,5.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.05,5.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.1,5.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.15,5.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.2,5.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.25,5.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.3,5.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.35,5.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.4,5.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.45,5.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.5,5.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.55,5.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.6,5.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.65,5.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.7,5.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.75,5.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.8,5.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.85,5.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.9,5.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,11,5.95,6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-12,-11.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.95,-11.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.9,-11.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.85,-11.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.8,-11.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.75,-11.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.7,-11.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.65,-11.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.6,-11.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.55,-11.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.5,-11.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.45,-11.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.4,-11.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.35,-11.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.3,-11.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.25,-11.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.2,-11.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.15,-11.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.1,-11.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11.05,-11,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-11,-10.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.95,-10.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.9,-10.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.85,-10.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.8,-10.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.75,-10.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.7,-10.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.65,-10.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.6,-10.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.55,-10.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.5,-10.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.45,-10.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.4,-10.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.35,-10.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.3,-10.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.25,-10.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.2,-10.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.15,-10.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.1,-10.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10.05,-10,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-10,-9.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.95,-9.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.9,-9.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.85,-9.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.8,-9.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.75,-9.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.7,-9.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.65,-9.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.6,-9.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.55,-9.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.5,-9.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.45,-9.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.4,-9.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.35,-9.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.3,-9.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.25,-9.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.2,-9.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.15,-9.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.1,-9.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9.05,-9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-9,-8.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.95,-8.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.9,-8.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.85,-8.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.8,-8.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.75,-8.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.7,-8.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.65,-8.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.6,-8.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.55,-8.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.5,-8.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.45,-8.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.4,-8.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.35,-8.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.3,-8.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.25,-8.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.2,-8.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.15,-8.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.1,-8.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8.05,-8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-8,-7.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.95,-7.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.9,-7.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.85,-7.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.8,-7.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.75,-7.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.7,-7.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.65,-7.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.6,-7.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.55,-7.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.5,-7.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.45,-7.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.4,-7.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.35,-7.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.3,-7.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.25,-7.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.2,-7.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.15,-7.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.1,-7.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7.05,-7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-7,-6.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.95,-6.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.9,-6.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.85,-6.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.8,-6.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.75,-6.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.7,-6.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.65,-6.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.6,-6.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.55,-6.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.5,-6.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.45,-6.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.4,-6.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.35,-6.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.3,-6.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.25,-6.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.2,-6.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.15,-6.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.1,-6.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6.05,-6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-6,-5.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.95,-5.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.9,-5.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.85,-5.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.8,-5.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.75,-5.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.7,-5.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.65,-5.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.6,-5.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.55,-5.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.5,-5.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.45,-5.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.4,-5.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.35,-5.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.3,-5.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.25,-5.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.2,-5.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.15,-5.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.1,-5.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5.05,-5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-5,-4.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.95,-4.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.9,-4.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.85,-4.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.8,-4.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.75,-4.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.7,-4.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.65,-4.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.6,-4.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.55,-4.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.5,-4.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.45,-4.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.4,-4.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.35,-4.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.3,-4.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.25,-4.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.2,-4.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.15,-4.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.1,-4.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4.05,-4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-4,-3.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.95,-3.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.9,-3.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.85,-3.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.8,-3.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.75,-3.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.7,-3.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.65,-3.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.6,-3.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.55,-3.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.5,-3.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.45,-3.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.4,-3.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.35,-3.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.3,-3.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.25,-3.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.2,-3.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.15,-3.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.1,-3.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3.05,-3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-3,-2.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.95,-2.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.9,-2.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.85,-2.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.8,-2.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.75,-2.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.7,-2.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.65,-2.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.6,-2.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.55,-2.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.5,-2.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.45,-2.4,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.4,-2.35,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.35,-2.3,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.3,-2.25,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.25,-2.2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.2,-2.15,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.15,-2.1,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.1,-2.05,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2.05,-2,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-2,-1.95,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.95,-1.9,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.9,-1.85,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.85,-1.8,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.8,-1.75,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.75,-1.7,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.7,-1.65,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.65,-1.6,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.6,-1.55,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.55,-1.5,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.5,-1.45,0,0
qwen2_5_vl_7b,hmid_cos,hall,12,-1.45,-1.4,7,2.15572993e-05
qwen2_5_vl_7b,hmid_cos,hall,12,-1.4,-1.35,7,2.15572993e-05
qwen2_5_vl_7b,hmid_cos,hall,12,-1.35,-1.3,6,1.847768512e-05
qwen2_5_vl_7b,hmid_cos,hall,12,-1.3,-1.25,12,3.695537023e-05
qwen2_5_vl_7b,hmid_cos,hall,12,-1.25,-1.2,21,6.46718979e-05
qwen2_5_vl_7b,hmid_cos,hall,12,-1.2,-1.15,38,0.0001170253391
qwen2_5_vl_7b,hmid_cos,hall,12,-1.15,-1.1,37,0.0001139457249
qwen2_5_vl_7b,hmid_cos,hall,12,-1.1,-1.05,76,0.0002340506781
qwen2_5_vl_7b,hmid_cos,hall,12,-1.05,-1,83,0.0002556079774
qwen2_5_vl_7b,hmid_cos,hall,12,-1,-0.95,120,0.0003695537023
qwen2_5_vl_7b,hmid_cos,hall,12,-0.95,-0.9,215,0.00066211705
qwen2_5_vl_7b,hmid_cos,hall,12,-0.9,-0.85,300,0.0009238842558
qwen2_5_vl_7b,hmid_cos,hall,12,-0.85,-0.8,435,0.001339632171
qwen2_5_vl_7b,hmid_cos,hall,12,-0.8,-0.75,602,0.00185392774
qwen2_5_vl_7b,hmid_cos,hall,12,-0.75,-0.7,887,0.002731617783
qwen2_5_vl_7b,hmid_cos,hall,12,-0.7,-0.65,1267,0.003901871174
qwen2_5_vl_7b,hmid_cos,hall,12,-0.65,-0.6,1640,0.005050567265
qwen2_5_vl_7b,hmid_cos,hall,12,-0.6,-0.55,2310,0.00711390877
qwen2_5_vl_7b,hmid_cos,hall,12,-0.55,-0.5,3068,0.009448256322
qwen2_5_vl_7b,hmid_cos,hall,12,-0.5,-0.45,4188,0.01289742421
qwen2_5_vl_7b,hmid_cos,hall,12,-0.45,-0.4,5603,0.01725507828
qwen2_5_vl_7b,hmid_cos,hall,12,-0.4,-0.35,7697,0.02370379039
qwen2_5_vl_7b,hmid_cos,hall,12,-0.35,-0.3,10113,0.03114413826
qwen2_5_vl_7b,hmid_cos,hall,12,-0.3,-0.25,13212,0.04068786262
qwen2_5_vl_7b,hmid_cos,hall,12,-0.25,-0.2,17259,0.05315106124
qwen2_5_vl_7b,hmid_cos,hall,12,-0.2,-0.15,22757,0.07008278003
qwen2_5_vl_7b,hmid_cos,hall,12,-0.15,-0.1,29485,0.09080242427
qwen2_5_vl_7b,hmid_cos,hall,12,-0.1,-0.05,36484,0.112356644
qwen2_5_vl_7b,hmid_cos,hall,12,-0.05,0,39875,0.1227996157
qwen2_5_vl_7b,hmid_cos,hall,12,0,0.05,37409,0.1152052871
qwen2_5_vl_7b,hmid_cos,hall,12,0.05,0.1,29854,0.09193880191
qwen2_5_vl_7b,hmid_cos,hall,12,0.1,0.15,20456,0.06299658779
qwen2_5_vl_7b,hmid_cos,hall,12,0.15,0.2,13033,0.04013661169
qwen2_5_vl_7b,hmid_cos,hall,12,0.2,0.25,8149,0.025095776
qwen2_5_vl_7b,hmid_cos,hall,12,0.25,0.3,5204,0.01602631222
qwen2_5_vl_7b,hmid_cos,hall,12,0.3,0.35,3605,0.01110200914
qwen2_5_vl_7b,hmid_cos,hall,12,0.35,0.4,2456,0.007563532441
qwen2_5_vl_7b,hmid_cos,hall,12,0.4,0.45,1722,0.005303095628
qwen2_5_vl_7b,hmid_cos,hall,12,0.45,0.5,1234,0.003800243905
qwen2_5_vl_7b,hmid_cos,hall,12,0.5,0.55,925,0.002848643122
qwen2_5_vl_7b,hmid_cos,hall,12,0.55,0.6,673,0.002072580347
qwen2_5_vl_7b,hmid_cos,hall,12,0.6,0.65,504,0.00155212555
qwen2_5_vl_7b,hmid_cos,hall,12,0.65,0.7,369,0.001136377635
qwen2_5_vl_7b,hmid_cos,hall,12,0.7,0.75,317,0.0009762376969
qwen2_5_vl_7b,hmid_cos,hall,12,0.75,0.8,227,0.0006990724202
qwen2_5_vl_7b,hmid_cos,hall,12,0.8,0.85,170,0.0005235344116
qwen2_5_vl_7b,hmid_cos,hall,12,0.85,0.9,134,0.0004126683009
qwen2_5_vl_7b,hmid_cos,hall,12,0.9,0.95,121,0.0003726333165
qwen2_5_vl_7b,hmid_cos,hall,12,0.95,1,92,0.0002833245051
qwen2_5_vl_7b,hmid_cos,hall,12,1,1.05,65,0.0002001749221
qwen2_5_vl_7b,hmid_cos,hall,12,1.05,1.1,56,0.0001724583944
qwen2_5_vl_7b,hmid_cos,hall,12,1.1,1.15,35,0.0001077864965
qwen2_5_vl_7b,hmid_cos,hall,12,1.15,1.2,30,9.238842558e-05
qwen2_5_vl_7b,hmid_cos,hall,12,1.2,1.25,19,5.851266953e-05
qwen2_5_vl_7b,hmid_cos,hall,12,1.25,1.3,9,2.771652767e-05
qwen2_5_vl_7b,hmid_cos,hall,12,1.3,1.35,12,3.695537023e-05
qwen2_5_vl_7b,hmid_cos,hall,12,1.35,1.4,6,1.847768512e-05
qwen2_5_vl_7b,hmid_cos,hall,12,1.4,1.45,10,3.079614186e-05
