model,split,metric,region,label,n,layer,mean,median,q25,q75
qwen2_5_vl_7b,train,raw_attention,generated_text,1,6252,28,0.3180836809957573,0.30199553072452545,0.2511272504925728,0.36600150913000107
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,1,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,2,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,3,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,4,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,5,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,6,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,7,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,8,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,9,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,10,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,11,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,12,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,13,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,14,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,15,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,16,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,17,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,18,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,19,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,20,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,21,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,22,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,23,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,24,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,25,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,26,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,27,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,0,733,28,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,1,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,2,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,3,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,4,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,5,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,6,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,7,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,8,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,9,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,10,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,11,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,12,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,13,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,14,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,15,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,16,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,17,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,18,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,19,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,20,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,21,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,22,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,23,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,24,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,25,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,26,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,27,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,BOS,1,6252,28,0.0,0.0,0.0,0.0
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,1,0.018276345702637836,0.016565900295972824,0.011887170374393463,0.02277495712041855
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,2,0.01672935656285851,0.015257760882377625,0.011591157875955105,0.020523635670542717
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,3,0.014871334017979904,0.013486769050359726,0.010900215245783329,0.01766101084649563
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,4,0.01785277656792812,0.014883109368383884,0.010988377965986729,0.021528324112296104
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,5,0.010171458201665854,0.00775689072906971,0.005579188000410795,0.012719142250716686
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,6,0.02334207764097412,0.019249070435762405,0.01319732517004013,0.030389728024601936
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,7,0.011122390134564994,0.009980435483157635,0.007256653625518084,0.013660942204296589
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,8,0.0277449400539003,0.023643558844923973,0.015637796372175217,0.0368223674595356
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,9,0.0628662347529302,0.052397094666957855,0.03489826247096062,0.08280779421329498
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,10,0.07488302438231477,0.07255680859088898,0.053949080407619476,0.09142027050256729
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,11,0.03559365922059117,0.034154199063777924,0.027056898921728134,0.04267030209302902
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,12,0.06284043196548096,0.0612197108566761,0.04465917497873306,0.07914566993713379
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,13,0.07173533396005102,0.07094093412160873,0.05405457690358162,0.08733668178319931
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,14,0.08042199638294815,0.07703670114278793,0.05893828347325325,0.09836991876363754
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,15,0.17076904425781225,0.17252901196479797,0.12653812766075134,0.21049942076206207
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,16,0.06573126156653035,0.06023583188652992,0.0453764945268631,0.08131340146064758
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,17,0.13233479422658154,0.12853597104549408,0.09286987036466599,0.17350028455257416
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,18,0.08505756051964437,0.08222296088933945,0.05830434337258339,0.1096014529466629
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,19,0.0694579068275288,0.06762706488370895,0.05143686383962631,0.08730224519968033
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,20,0.1587838401171756,0.15916799008846283,0.12456797063350677,0.1951083242893219
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,21,0.12119534632793309,0.11837355047464371,0.08832480758428574,0.15181425213813782
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,22,0.14059440485147143,0.13828144967556,0.1129734143614769,0.17029312252998352
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,23,0.17073152649583548,0.16843090951442719,0.1244058683514595,0.21711279451847076
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,24,0.10341101109925632,0.09963852912187576,0.06925912946462631,0.13581542670726776
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,25,0.10401220376238654,0.10174665600061417,0.0713084489107132,0.13625328242778778
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,26,0.09625150841542635,0.09347844123840332,0.05744773894548416,0.13165317475795746
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,27,0.17327875594162517,0.17675860226154327,0.1168743297457695,0.22493033111095428
qwen2_5_vl_7b,train,attention_x_gate,visual,0,733,28,0.20702774684220593,0.20926766097545624,0.13171711564064026,0.27184802293777466
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,1,0.02708697987834179,0.02581776585429907,0.01649122918024659,0.03689942788332701
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,2,0.022321118528277496,0.021634812466800213,0.015179396141320467,0.02835071086883545
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,3,0.02154812012853158,0.018886261619627476,0.013649978442117572,0.027535404078662395
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,4,0.0290447216189299,0.02298573311418295,0.014743858017027378,0.04007794242352247
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,5,0.015440847127051412,0.012435204815119505,0.007208904484286904,0.019518525805324316
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,6,0.03329350440341369,0.0289322966709733,0.018569933250546455,0.04181335587054491
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,7,0.018055378959931447,0.015921788290143013,0.010095731122419238,0.024975489359349012
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,8,0.036904354780848046,0.03600996918976307,0.019218243192881346,0.05076329968869686
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,9,0.07997973156605519,0.07772787660360336,0.047995176166296005,0.1024389024823904
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,10,0.09606545325636778,0.09543829038739204,0.07031280919909477,0.12178436294198036
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,11,0.0482950922403686,0.047763168811798096,0.03582321107387543,0.060068270191550255
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,12,0.07907289088142395,0.08006957918405533,0.06115357019007206,0.09691737778484821
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,13,0.09560675736530419,0.09561992809176445,0.073794424533844,0.11901354044675827
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,14,0.1110376423269198,0.1088927872478962,0.08019073493778706,0.1426326408982277
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,15,0.1948802302068937,0.19614271819591522,0.16450253501534462,0.2281571924686432
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,16,0.07936593128321484,0.07513891533017159,0.05685608088970184,0.09685306064784527
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,17,0.16639790071013025,0.16851071268320084,0.13360091298818588,0.20068203285336494
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,18,0.11611394746884791,0.11550505086779594,0.08637954667210579,0.14454003795981407
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,19,0.09317640512758629,0.09212765470147133,0.07188342697918415,0.1154684592038393
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,20,0.18982724441478765,0.19516140222549438,0.15706849098205566,0.2260906808078289
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,21,0.16085476659730516,0.16263411194086075,0.11833100020885468,0.2011140026152134
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,22,0.16525306620024935,0.16914021223783493,0.13575982674956322,0.19551704823970795
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,23,0.215051385114638,0.21912319213151932,0.16326631978154182,0.2679285705089569
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,24,0.12926103747378312,0.13132508844137192,0.0940342377871275,0.16270940378308296
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,25,0.1214115711834588,0.1225024051964283,0.09149800799787045,0.15172797441482544
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,26,0.11291338639886203,0.11212349683046341,0.08144236914813519,0.1433461271226406
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,27,0.2010077319527432,0.20167343318462372,0.15429330617189407,0.24863490834832191
qwen2_5_vl_7b,train,attention_x_gate,visual,1,6252,28,0.23333893496524102,0.23446134477853775,0.17385460063815117,0.2924372926354408
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,1,0.08152392842536246,0.06261765211820602,0.04085635766386986,0.10505317151546478
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,2,0.11509059545918181,0.10270975530147552,0.07795826345682144,0.1444132775068283
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,3,0.17699101002630238,0.1638486385345459,0.1347346305847168,0.20906011760234833
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,4,0.10804948306262574,0.0994158610701561,0.07673146575689316,0.12790018320083618
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,5,0.7204665836165335,0.7201724648475647,0.6834598183631897,0.7583340406417847
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,6,0.6756478538412708,0.6804940104484558,0.6349630355834961,0.7196042537689209
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,7,0.5419160618585259,0.537922203540802,0.49883460998535156,0.5803853273391724
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,8,0.5233035592494423,0.5191687941551208,0.4808388650417328,0.562096118927002
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,9,0.5351764024254366,0.5378944277763367,0.5021733641624451,0.571202278137207
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,10,0.4451053720170894,0.43921154737472534,0.39650797843933105,0.49379000067710876
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,11,0.5208273889778987,0.5202362537384033,0.4862803816795349,0.5539180040359497
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,12,0.4722336392880177,0.46871647238731384,0.427278995513916,0.5122499465942383
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,13,0.43182521185483197,0.4255852997303009,0.3876835107803345,0.4786624312400818
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,14,0.366454125045307,0.36155280470848083,0.32273542881011963,0.4074256420135498
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,15,0.4001825910829018,0.3984031081199646,0.35898834466934204,0.44237449765205383
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,16,0.4035807012340199,0.40618249773979187,0.3684939444065094,0.44128337502479553
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,17,0.3775279791873218,0.37422847747802734,0.3211290240287781,0.4346502423286438
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,18,0.4163288279426364,0.41655051708221436,0.3672727346420288,0.46540796756744385
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,19,0.3480710888492378,0.35303744673728943,0.30361250042915344,0.3954756259918213
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,20,0.26725426477876885,0.2586272060871124,0.2320438027381897,0.29739484190940857
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,21,0.33249363254156666,0.33303216099739075,0.2782266438007355,0.3809965252876282
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,22,0.37955065276905753,0.3817099630832672,0.34181928634643555,0.42033299803733826
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,23,0.46505609625953,0.4602298438549042,0.4008648991584778,0.5217009782791138
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,24,0.5352418809343957,0.535420298576355,0.5001708269119263,0.5747109055519104
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,25,0.5064284682402826,0.5118113160133362,0.46528542041778564,0.5547863841056824
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,26,0.5106243315635003,0.5187171697616577,0.4510698616504669,0.5748763084411621
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,27,0.4599221140441026,0.46313995122909546,0.40109342336654663,0.5204449892044067
qwen2_5_vl_7b,train,attention_x_gate,prompt,0,733,28,0.32169356707948554,0.32188141345977783,0.24308639764785767,0.39389199018478394
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,1,0.1562309644439139,0.1343730092048645,0.06752467527985573,0.23285894095897675
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,2,0.1712141313765291,0.16550253331661224,0.10506548546254635,0.22574789449572563
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,3,0.24538102908023013,0.23258798569440842,0.16735656559467316,0.3109321892261505
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,4,0.16301841086660937,0.15358665585517883,0.10377645865082741,0.2109823040664196
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,5,0.7310580405878423,0.7576096653938293,0.7070704847574234,0.8002365827560425
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,6,0.6806486892937436,0.7072794437408447,0.6522607207298279,0.7535593062639236
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,7,0.5587220777851611,0.5730589032173157,0.515696182847023,0.62921342253685
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,8,0.5560778717957889,0.5745704770088196,0.5168600082397461,0.6281489729881287
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,9,0.5463244627157324,0.5623787045478821,0.5161155462265015,0.6069310754537582
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,10,0.4678004503389999,0.4825858324766159,0.42834625393152237,0.5242859721183777
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,11,0.5445041976260142,0.5608659386634827,0.5103109180927277,0.6086650639772415
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,12,0.5073724314670233,0.5118551254272461,0.45333725214004517,0.5893066972494125
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,13,0.4578320788922234,0.4649212807416916,0.4094621613621712,0.526841551065445
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,14,0.39830604670171565,0.4055148810148239,0.351333811879158,0.4599791094660759
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,15,0.40151512818735735,0.408541202545166,0.36089739203453064,0.4577767699956894
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,16,0.4242352860491432,0.424899086356163,0.3807602822780609,0.4761483073234558
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,17,0.3793771823798366,0.37825311720371246,0.3228524923324585,0.4497717022895813
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,18,0.42088991258321246,0.42715655267238617,0.36366067826747894,0.4878572151064873
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,19,0.34647988872998825,0.35871870815753937,0.2992027625441551,0.4098728969693184
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,20,0.29017943315629824,0.2930651605129242,0.24785573780536652,0.3414203003048897
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,21,0.34362278322336415,0.35020384192466736,0.2875876948237419,0.4140740856528282
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,22,0.37283356248561467,0.3840724676847458,0.33687976747751236,0.42912597209215164
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,23,0.4352057331486303,0.44507065415382385,0.38624436408281326,0.5031134337186813
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,24,0.5098698392250715,0.5301562249660492,0.4920828640460968,0.5650242567062378
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,25,0.5011095329884142,0.5282963216304779,0.47315141558647156,0.5705313086509705
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,26,0.5044620277414398,0.5316814184188843,0.45743099600076675,0.5918397456407547
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,27,0.42269898657080723,0.4376739412546158,0.3746829777956009,0.4983186423778534
qwen2_5_vl_7b,train,attention_x_gate,prompt,1,6252,28,0.3023603868317568,0.3019874691963196,0.23690112307667732,0.3701633960008621
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,1,0.5054841713641871,0.49769583344459534,0.4314473867416382,0.5937811732292175
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,2,0.42443587081087564,0.42451372742652893,0.36286911368370056,0.48611512780189514
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,3,0.35092353661218084,0.3475397825241089,0.29744842648506165,0.4032701253890991
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,4,0.391112833625623,0.38608038425445557,0.33156928420066833,0.4483763575553894
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,5,0.11506192168629999,0.11355196684598923,0.09264740347862244,0.1365235149860382
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,6,0.10686154060807755,0.10612501949071884,0.08387422561645508,0.12629996240139008
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,7,0.14539787330312748,0.14305026829242706,0.11787198483943939,0.1704748421907425
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,8,0.15301950644869433,0.14997176826000214,0.12234587967395782,0.17998820543289185
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,9,0.13282473968268255,0.1258336752653122,0.10118825733661652,0.15694989264011383
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,10,0.19068224543113502,0.1883823573589325,0.15297795832157135,0.22582224011421204
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,11,0.21038682650047955,0.2093813270330429,0.17561551928520203,0.24534501135349274
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,12,0.21523270144103168,0.2101059854030609,0.17378661036491394,0.2552827298641205
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,13,0.2369130862594708,0.2365560680627823,0.19960102438926697,0.27517640590667725
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,14,0.2669290243400233,0.2671211361885071,0.22239290177822113,0.31063246726989746
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,15,0.15204179075026902,0.14504574239253998,0.11730537563562393,0.1783170998096466
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,16,0.2714321397621017,0.27358075976371765,0.23577457666397095,0.3119032680988312
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,17,0.2028710813722783,0.19697517156600952,0.15448524057865143,0.24270129203796387
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,18,0.2449542576139653,0.24366140365600586,0.20456458628177643,0.2881040573120117
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,19,0.286259757647085,0.28464826941490173,0.2352490872144699,0.3341725170612335
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,20,0.24107737662359605,0.23804129660129547,0.1925274282693863,0.2821635901927948
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,21,0.2943405103126457,0.2929689586162567,0.25637495517730713,0.3378322422504425
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,22,0.25187181539091535,0.2498396933078766,0.21814940869808197,0.2832043766975403
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,23,0.1744194955528189,0.16857294738292694,0.14117269217967987,0.20485329627990723
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,24,0.23053452613449682,0.22586509585380554,0.1886095255613327,0.26577523350715637
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,25,0.2740265375249708,0.2715241312980652,0.23343199491500854,0.3135831952095032
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,26,0.2903820068701228,0.28517547249794006,0.24624373018741608,0.32509249448776245
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,27,0.23191015653078423,0.2227863222360611,0.19524341821670532,0.26195529103279114
qwen2_5_vl_7b,train,attention_x_gate,generated_text,0,733,28,0.31512564284495737,0.30808985233306885,0.27512046694755554,0.3506123721599579
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,1,0.4188940747821571,0.42822209000587463,0.3107944279909134,0.5328465700149536
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,2,0.3621395657474195,0.3609848767518997,0.28094329684972763,0.4379677101969719
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,3,0.289535658547246,0.2894180119037628,0.2122368924319744,0.3592747002840042
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,4,0.3392911426298754,0.33692052960395813,0.2689346969127655,0.403388611972332
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,5,0.09225903340449684,0.08890416845679283,0.06415400840342045,0.11656217835843563
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,6,0.08562878974068669,0.07936208322644234,0.05595000181347132,0.11049603670835495
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,7,0.12441005792959771,0.11831260845065117,0.08837717212736607,0.15175366774201393
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,8,0.1259877629204512,0.12205076962709427,0.08933331444859505,0.15331709012389183
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,9,0.105343837507,0.09842381626367569,0.06984179839491844,0.1295543685555458
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,10,0.15718552492700769,0.15204371511936188,0.11260665208101273,0.19064579531550407
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,11,0.1758135135952319,0.17125717550516129,0.13838303834199905,0.20886756107211113
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,12,0.16601945632283344,0.15854549407958984,0.12002882547676563,0.20489564165472984
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,13,0.18953094365085957,0.18687167763710022,0.1398283950984478,0.2310589887201786
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,14,0.20260744103929476,0.197076678276062,0.14527831599116325,0.2501029521226883
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,15,0.11838885566984766,0.10963373258709908,0.08836332522332668,0.14125913381576538
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,16,0.22804447917192602,0.2263566181063652,0.1844267025589943,0.27050601691007614
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,17,0.16032006040719587,0.14704818278551102,0.11087166890501976,0.1973460614681244
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,18,0.20037725772494147,0.19469772279262543,0.14716557785868645,0.2444683574140072
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,19,0.25833983808131417,0.25004225969314575,0.2078113853931427,0.29669760912656784
qwen2_5_vl_7b,train,attention_x_gate,generated_text,1,6252,20,0.2050199299140268,0.1958146095275879,0.1603449396789074,0.23662547394633293
