model,image_id,response_index,label,category,layer,strategy,token_index,eta,matched_delta_norm,intervention_baseline_target_logit,intervention_baseline_margin,intervention_baseline_margin_vs_capture,predicted_delta_margin,observed_delta_margin,observed_delta_logit
internvl_2_5_8b,197097,13,REAL,couch,16,aggregate_visual_response,-1,0.25,10.111769676208496,33.5,1.0,0.0,-0.022466164082288742,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,24,top_positive_margin,75,0.05,0.35135194659233093,33.5,1.0,0.0,-0.00017906868597492576,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,top_positive_margin,75,0.1,0.35135194659233093,33.5,1.0,0.0,-0.0003581373719498515,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,top_positive_margin,75,0.25,0.35135194659233093,33.5,1.0,0.0,-0.0008953434298746288,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_E,75,0.05,0.35135194659233093,33.5,1.0,0.0,-0.00017906868597492576,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_E,75,0.1,0.35135194659233093,33.5,1.0,0.0,-0.0003581373719498515,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_E,75,0.25,0.35135194659233093,33.5,1.0,0.0,-0.0008953434298746288,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_I,75,0.05,0.35135194659233093,33.5,1.0,0.0,-0.00017906868597492576,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_I,75,0.1,0.35135194659233093,33.5,1.0,0.0,-0.0003581373719498515,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,highest_I,75,0.25,0.35135194659233093,33.5,1.0,0.0,-0.0008953434298746288,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,random,83,0.05,0.35135194659233093,33.5,1.0,0.0,-0.00011534688528627158,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,24,random,83,0.1,0.35135194659233093,33.5,1.0,0.0,-0.00023069377057254316,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,random,83,0.25,0.35135194659233093,33.5,1.0,0.0,-0.0005767344264313579,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,most_negative_margin,165,0.05,0.35135194659233093,33.5,1.0,0.0,0.00017624138854444027,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,most_negative_margin,165,0.1,0.35135194659233093,33.5,1.0,0.0,0.00035248277708888054,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,most_negative_margin,165,0.25,0.35135194659233093,33.5,1.0,0.0,0.0008812069427222013,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,24,aggregate_visual_response,-1,0.05,1.2271777391433716,33.5,1.0,0.0,-0.0007837148383259773,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,24,aggregate_visual_response,-1,0.1,1.2271777391433716,33.5,1.0,0.0,-0.0015674296766519547,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,24,aggregate_visual_response,-1,0.25,1.2271777391433716,33.5,1.0,0.0,-0.003918574191629887,-0.25,-0.25
internvl_2_5_8b,197097,13,REAL,couch,32,top_positive_margin,103,0.05,1.3798710107803345,33.5,1.0,0.0,-0.0005589072592556476,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,top_positive_margin,103,0.1,1.3798710107803345,33.5,1.0,0.0,-0.0011178145185112953,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,top_positive_margin,103,0.25,1.3798710107803345,33.5,1.0,0.0,-0.0027945362962782383,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_E,75,0.05,1.3798710107803345,33.5,1.0,0.0,0.00017538368701934816,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_E,75,0.1,1.3798710107803345,33.5,1.0,0.0,0.0003507673740386963,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_E,75,0.25,1.3798710107803345,33.5,1.0,0.0,0.0008769184350967407,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_I,75,0.05,1.3798710107803345,33.5,1.0,0.0,0.00017538368701934816,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_I,75,0.1,1.3798710107803345,33.5,1.0,0.0,0.0003507673740386963,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,highest_I,75,0.25,1.3798710107803345,33.5,1.0,0.0,0.0008769184350967407,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,random,153,0.05,1.3798710107803345,33.5,1.0,0.0,0.00017658509314060213,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,random,153,0.1,1.3798710107803345,33.5,1.0,0.0,0.00035317018628120426,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,random,153,0.25,1.3798710107803345,33.5,1.0,0.0,0.0008829254657030106,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,most_negative_margin,75,0.05,1.3798710107803345,33.5,1.0,0.0,0.00017538368701934816,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,most_negative_margin,75,0.1,1.3798710107803345,33.5,1.0,0.0,0.0003507673740386963,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,most_negative_margin,75,0.25,1.3798710107803345,33.5,1.0,0.0,0.0008769184350967407,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,aggregate_visual_response,-1,0.05,9.061141967773438,33.5,1.0,0.0,0.0008010180667042733,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,aggregate_visual_response,-1,0.1,9.061141967773438,33.5,1.0,0.0,0.0016020361334085466,0.0,0.0
internvl_2_5_8b,197097,13,REAL,couch,32,aggregate_visual_response,-1,0.25,9.061141967773438,33.5,1.0,0.0,0.004005090333521366,-0.25,-0.25
internvl_2_5_8b,197097,142,HALL,tv,8,top_positive_margin,165,0.05,0.22022783756256104,37.5,1.5,0.0,-0.00010362924076616764,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,top_positive_margin,165,0.1,0.22022783756256104,37.5,1.5,0.0,-0.0002072584815323353,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,top_positive_margin,165,0.25,0.22022783756256104,37.5,1.5,0.0,-0.0005181462038308382,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_E,165,0.05,0.22022783756256104,37.5,1.5,0.0,-0.00010362924076616764,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_E,165,0.1,0.22022783756256104,37.5,1.5,0.0,-0.0002072584815323353,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_E,165,0.25,0.22022783756256104,37.5,1.5,0.0,-0.0005181462038308382,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_I,165,0.05,0.22022783756256104,37.5,1.5,0.0,-0.00010362924076616764,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_I,165,0.1,0.22022783756256104,37.5,1.5,0.0,-0.0002072584815323353,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,highest_I,165,0.25,0.22022783756256104,37.5,1.5,0.0,-0.0005181462038308382,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,random,140,0.05,0.22022783756256104,37.5,1.5,0.0,9.178533218801022e-06,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,random,140,0.1,0.22022783756256104,37.5,1.5,0.0,1.8357066437602043e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,random,140,0.25,0.22022783756256104,37.5,1.5,0.0,4.589266609400511e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,most_negative_margin,138,0.05,0.22022783756256104,37.5,1.5,0.0,0.00012958565494045616,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,most_negative_margin,138,0.1,0.22022783756256104,37.5,1.5,0.0,0.0002591713098809123,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,most_negative_margin,138,0.25,0.22022783756256104,37.5,1.5,0.0,0.0006479282747022808,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,aggregate_visual_response,-1,0.05,1.5526868104934692,37.5,1.5,0.0,-0.0010348614305257797,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,aggregate_visual_response,-1,0.1,1.5526868104934692,37.5,1.5,0.0,-0.0020697228610515594,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,8,aggregate_visual_response,-1,0.25,1.5526868104934692,37.5,1.5,0.0,-0.005174307152628899,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,top_positive_margin,229,0.05,1.8037598133087158,37.5,1.5,0.0,-0.00031248528975993397,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,top_positive_margin,229,0.1,1.8037598133087158,37.5,1.5,0.0,-0.0006249705795198679,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,top_positive_margin,229,0.25,1.8037598133087158,37.5,1.5,0.0,-0.0015624264487996697,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_E,229,0.05,1.8037598133087158,37.5,1.5,0.0,-0.00031248528975993397,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_E,229,0.1,1.8037598133087158,37.5,1.5,0.0,-0.0006249705795198679,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_E,229,0.25,1.8037598133087158,37.5,1.5,0.0,-0.0015624264487996697,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_I,229,0.05,1.8037598133087158,37.5,1.5,0.0,-0.00031248528975993397,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_I,229,0.1,1.8037598133087158,37.5,1.5,0.0,-0.0006249705795198679,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,highest_I,229,0.25,1.8037598133087158,37.5,1.5,0.0,-0.0015624264487996697,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,random,20,0.05,1.8037598133087158,37.5,1.5,0.0,0.001178326737135649,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,random,20,0.1,1.8037598133087158,37.5,1.5,0.0,0.002356653474271298,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,random,20,0.25,1.8037598133087158,37.5,1.5,0.0,0.005891633685678244,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,most_negative_margin,149,0.05,1.8037598133087158,37.5,1.5,0.0,0.0014657369814813138,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,most_negative_margin,149,0.1,1.8037598133087158,37.5,1.5,0.0,0.0029314739629626276,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,most_negative_margin,149,0.25,1.8037598133087158,37.5,1.5,0.0,0.0073286849074065685,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,aggregate_visual_response,-1,0.05,3.508082389831543,37.5,1.5,0.0,-0.0006393758114427329,0.25,0.25
internvl_2_5_8b,197097,142,HALL,tv,16,aggregate_visual_response,-1,0.1,3.508082389831543,37.5,1.5,0.0,-0.0012787516228854657,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,16,aggregate_visual_response,-1,0.25,3.508082389831543,37.5,1.5,0.0,-0.003196879057213664,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,top_positive_margin,12,0.05,0.0327879972755909,37.5,1.5,0.0,-3.1020177993923424e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,top_positive_margin,12,0.1,0.0327879972755909,37.5,1.5,0.0,-6.204035598784685e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,top_positive_margin,12,0.25,0.0327879972755909,37.5,1.5,0.0,-0.00015510088996961713,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_E,12,0.05,0.0327879972755909,37.5,1.5,0.0,-3.1020177993923424e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_E,12,0.1,0.0327879972755909,37.5,1.5,0.0,-6.204035598784685e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_E,12,0.25,0.0327879972755909,37.5,1.5,0.0,-0.00015510088996961713,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_I,240,0.05,0.0327879972755909,37.5,1.5,0.0,-2.730463165789843e-07,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_I,240,0.1,0.0327879972755909,37.5,1.5,0.0,-5.460926331579686e-07,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,highest_I,240,0.25,0.0327879972755909,37.5,1.5,0.0,-1.3652315828949213e-06,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,random,10,0.05,0.0327879972755909,37.5,1.5,0.0,-6.144912913441658e-06,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,random,10,0.1,0.0327879972755909,37.5,1.5,0.0,-1.2289825826883316e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,random,10,0.25,0.0327879972755909,37.5,1.5,0.0,-3.072456456720829e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,most_negative_margin,24,0.05,0.0327879972755909,37.5,1.5,0.0,1.5961081953719258e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,most_negative_margin,24,0.1,0.0327879972755909,37.5,1.5,0.0,3.1922163907438515e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,most_negative_margin,24,0.25,0.0327879972755909,37.5,1.5,0.0,7.980540976859629e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,aggregate_visual_response,-1,0.05,0.30134278535842896,37.5,1.5,0.0,-8.072502096183598e-05,0.25,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,aggregate_visual_response,-1,0.1,0.30134278535842896,37.5,1.5,0.0,-0.00016145004192367197,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,24,aggregate_visual_response,-1,0.25,0.30134278535842896,37.5,1.5,0.0,-0.0004036251048091799,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,top_positive_margin,245,0.05,0.29429635405540466,37.5,1.5,0.0,-0.0002014337107539177,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,top_positive_margin,245,0.1,0.29429635405540466,37.5,1.5,0.0,-0.0004028674215078354,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,top_positive_margin,245,0.25,0.29429635405540466,37.5,1.5,0.0,-0.0010071685537695885,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_E,245,0.05,0.29429635405540466,37.5,1.5,0.0,-0.0002014337107539177,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_E,245,0.1,0.29429635405540466,37.5,1.5,0.0,-0.0004028674215078354,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_E,245,0.25,0.29429635405540466,37.5,1.5,0.0,-0.0010071685537695885,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_I,245,0.05,0.29429635405540466,37.5,1.5,0.0,-0.0002014337107539177,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_I,245,0.1,0.29429635405540466,37.5,1.5,0.0,-0.0004028674215078354,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,highest_I,245,0.25,0.29429635405540466,37.5,1.5,0.0,-0.0010071685537695885,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,random,100,0.05,0.29429635405540466,37.5,1.5,0.0,-3.292780602350831e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,random,100,0.1,0.29429635405540466,37.5,1.5,0.0,-6.585561204701662e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,random,100,0.25,0.29429635405540466,37.5,1.5,0.0,-0.00016463903011754155,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,most_negative_margin,252,0.05,0.29429635405540466,37.5,1.5,0.0,5.2684056572616104e-05,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,most_negative_margin,252,0.1,0.29429635405540466,37.5,1.5,0.0,0.00010536811314523221,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,most_negative_margin,252,0.25,0.29429635405540466,37.5,1.5,0.0,0.0002634202828630805,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,aggregate_visual_response,-1,0.05,3.0717341899871826,37.5,1.5,0.0,-0.0014010761864483357,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,aggregate_visual_response,-1,0.1,3.0717341899871826,37.5,1.5,0.0,-0.0028021523728966715,0.0,0.0
internvl_2_5_8b,197097,142,HALL,tv,32,aggregate_visual_response,-1,0.25,3.0717341899871826,37.5,1.5,0.0,-0.007005380932241678,0.25,0.0
